GEOID10,NAMELSAD10,Neighborhood,Population,Population Density,Housing Units,Pop per HU,Venue Count,Venue Density,Pop per Venue,Median Household Income,lon (4326),x,lat (4326),y,geometry (4326),Status
25025120105,Census Tract 1201.05,Jamaica Plain,2444,3443.94,953,2.56,2,2.82,1222,161473,-71.12733145,324669.9196,42.30877701,4686251.803,POINT (-71.12733145459823 42.30877701433414),ok
25025120105,Census Tract 1201.05,Jamaica Plain,2444,3443.94,953,2.56,2,2.82,1222,161473,-71.12749153,324669.9196,42.31352835,4686779.732,POINT (-71.12749153047788 42.31352835367917),ok
25025120105,Census Tract 1201.05,Jamaica Plain,2444,3443.94,953,2.56,2,2.82,1222,161473,-71.12556354,324822.3196,42.31118697,4686515.768,POINT (-71.12556353903973 42.31118696787154),ok
25025120105,Census Tract 1201.05,Jamaica Plain,2444,3443.94,953,2.56,2,2.82,1222,161473,-71.1257235,324822.3196,42.31593831,4687043.697,POINT (-71.12572349544216 42.31593831066851),problem
25025120105,Census Tract 1201.05,Jamaica Plain,2444,3443.94,953,2.56,2,2.82,1222,161473,-71.12363569,324974.7196,42.30884555,4686251.803,POINT (-71.12363569283252 42.30884554552581),ok
25025120105,Census Tract 1201.05,Jamaica Plain,2444,3443.94,953,2.56,2,2.82,1222,161473,-71.12379549,324974.7196,42.3135969,4686779.732,POINT (-71.12379549112626 42.31359689621218),ok
25025120105,Census Tract 1201.05,Jamaica Plain,2444,3443.94,953,2.56,2,2.82,1222,161473,-71.12218703,325127.1196,42.32075815,4687571.626,POINT (-71.12218702818856 42.32075814903754),ok
25025120700,Census Tract 1207,Jamaica Plain,2014,17534.45,1044,1.93,2,17.41,1007,96711,-71.11125649,326041.5196,42.32571431,4688099.555,POINT (-71.11125648687681 42.32571431380591),ok
25025120700,Census Tract 1207,Jamaica Plain,2014,17534.45,1044,1.93,2,17.41,1007,96711,-71.1075597,326346.3196,42.32578235,4688099.555,POINT (-71.10755969550283 42.32578234879904),ok
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.18933404,319488.3196,42.28383799,4683612.158,POINT (-71.18933404024487 42.2838379906959),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.18740475,319640.7196,42.28149767,4683348.193,POINT (-71.18740475183883 42.28149766600178),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.18756919,319640.7196,42.28624884,4683876.122,POINT (-71.18756918881645 42.28624883996471),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.18563989,319793.1196,42.28390849,4683612.158,POINT (-71.18563988717581 42.28390848666336),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.18371073,319945.5196,42.2815681,4683348.193,POINT (-71.18371073072565 42.28156809669156),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.18387489,319945.5196,42.28631928,4683876.122,POINT (-71.18387489054578 42.28631928231083),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.18194572,320097.9196,42.28397886,4683612.158,POINT (-71.18194572088328 42.28397886373106),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.18210976,320097.9196,42.28873005,4684140.087,POINT (-71.18210976192648 42.28873005293728),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.1800167,320250.3196,42.28163841,4683348.193,POINT (-71.18001669640198 42.28163840849081),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.18018058,320250.3196,42.28638961,4683876.122,POINT (-71.1801805790609 42.28638960574675),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.1803445,320250.3196,42.2911408,4684404.051,POINT (-71.18034450129565 42.29114079853581),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.17825154,320402.7196,42.28404912,4683612.158,POINT (-71.17825154138951 42.28404912189779),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.17841531,320402.7196,42.28880032,4684140.087,POINT (-71.17841530523626 42.28880032273174),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.17857911,320402.7196,42.29355152,4684668.016,POINT (-71.17857910863097 42.29355151909956),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.17632265,320555.1196,42.2817086,4683348.193,POINT (-71.17632264889008 42.28170860139831),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.17648625,320555.1196,42.28645981,4683876.122,POINT (-71.17648625438409 42.28645981027128),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.1766499,320555.1196,42.29121101,4684404.051,POINT (-71.17664989938709 42.2912110146791),ok
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.17455735,320707.5196,42.28411926,4683612.158,POINT (-71.17455734871683 42.28411926116237),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.17472084,320707.5196,42.28887047,4684140.087,POINT (-71.17472083536339 42.28887047360437),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.17488436,320707.5196,42.29362168,4684668.016,POINT (-71.17488436149108 42.29362168158198),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.17262859,320859.9196,42.28177868,4683348.193,POINT (-71.17262858821222 42.28177867541289),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.17279192,320859.9196,42.2865299,4683876.122,POINT (-71.17279191653761 42.28652989588323),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.17295528,320859.9196,42.29128111,4684404.051,POINT (-71.17295528430515 42.29128111189017),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.17311869,320859.9196,42.29603232,4684931.98,POINT (-71.173118691526 42.29603232343346),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.17086314,321012.3196,42.28418928,4683612.158,POINT (-71.17086314288746 42.28418928152362),ok
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.17102635,321012.3196,42.28894051,4684140.087,POINT (-71.17102635233012 42.28894050555402),ok
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.1711896,321012.3196,42.29369173,4684668.016,POINT (-71.17118960118711 42.29369172512177),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.17135289,321012.3196,42.29844294,4685195.945,POINT (-71.17135288946952 42.29844294022662),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16893451,321164.7196,42.28184863,4683348.193,POINT (-71.16893451439068 42.28184863053336),ok
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16909757,321164.7196,42.28659986,4683876.122,POINT (-71.16909756554372 42.28659986258143),ok
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16926066,321164.7196,42.29135109,4684404.051,POINT (-71.16926065607213 42.2913510901678),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16942379,321164.7196,42.29610231,4684931.98,POINT (-71.16942378598698 42.29610231329226),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16700603,321317.1196,42.27950794,4683084.229,POINT (-71.16700603102504 42.27950794292039),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16716892,321317.1196,42.28425918,4683612.158,POINT (-71.16716892392368 42.28425918298031),ok
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16733186,321317.1196,42.28901042,4684140.087,POINT (-71.16733185615875 42.28901041857947),ok
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16749483,321317.1196,42.29376165,4684668.016,POINT (-71.16749482774132 42.29376164971769),ok
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16765784,321317.1196,42.29851288,4685195.945,POINT (-71.16765783868247 42.29851287639476),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16524043,321469.5196,42.28191847,4683348.193,POINT (-71.16524042744773 42.28191846675852),ok
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16556601,321469.5196,42.29142095,4684404.051,POINT (-71.16556601471027 42.29142094951083),ok
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16572887,321469.5196,42.29617218,4684931.98,POINT (-71.16572886731545 42.2961721841968),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16589176,321469.5196,42.30092341,4685459.91,POINT (-71.16589175925131 42.30092341442235),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16363735,321621.9196,42.28908021,4684140.087,POINT (-71.16363734687154 42.28908021267956),ok
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16380004,321621.9196,42.29383146,4684668.016,POINT (-71.163800041176 42.2938314553686),ok
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16396277,321621.9196,42.29858269,4685195.945,POINT (-71.1639627747722 42.2985826935982),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16412555,321621.9196,42.30333393,4685723.874,POINT (-71.16412554767122 42.30333392736814),ok
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16187136,321774.3196,42.29149069,4684404.051,POINT (-71.16187136024188 42.29149068991808),ok
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16203394,321774.3196,42.29624194,4684931.98,POINT (-71.16203393553367 42.29624193614588),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16219655,321774.3196,42.30099318,4685459.91,POINT (-71.16219655008932 42.300993177915),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16010524,321926.7196,42.29390114,4684668.016,POINT (-71.16010524151345 42.2939011420733),ok
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.1602677,321926.7196,42.29865239,4685195.945,POINT (-71.16026769776099 42.29865239183578),problem
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.1527156,322536.3196,42.29404016,4684668.016,POINT (-71.15271560298569 42.29404015863931),ok
25025130300,Census Tract 1303,West Roxbury,4419,7936.01,1811,2.44,5,8.98,883.8,123241,-71.15399618,322383.9196,42.27737598,4682820.264,POINT (-71.15399618478322 42.2773759794333),ok
25025130300,Census Tract 1303,West Roxbury,4419,7936.01,1811,2.44,5,8.98,883.8,123241,-71.15206839,322536.3196,42.27503502,4682556.3,POINT (-71.15206838763075 42.27503502302131),ok
25025130300,Census Tract 1303,West Roxbury,4419,7936.01,1811,2.44,5,8.98,883.8,123241,-71.15223013,322536.3196,42.27978631,4683084.229,POINT (-71.15223013287121 42.27978631360653),ok
25025130300,Census Tract 1303,West Roxbury,4419,7936.01,1811,2.44,5,8.98,883.8,123241,-71.15014074,322688.7196,42.27269403,4682292.335,POINT (-71.15014073551471 42.27269403004014),ok
25025130300,Census Tract 1303,West Roxbury,4419,7936.01,1811,2.44,5,8.98,883.8,123241,-71.15030232,322688.7196,42.27744533,4682820.264,POINT (-71.15030232270117 42.27744532858767),ok
25025130300,Census Tract 1303,West Roxbury,4419,7936.01,1811,2.44,5,8.98,883.8,123241,-71.15046395,322688.7196,42.28219662,4683348.193,POINT (-71.15046394890692 42.28219662268251),ok
25025130300,Census Tract 1303,West Roxbury,4419,7936.01,1811,2.44,5,8.98,883.8,123241,-71.14837466,322841.1196,42.27510431,4682556.3,POINT (-71.14837465758055 42.27510430700173),ok
25025130300,Census Tract 1303,West Roxbury,4419,7936.01,1811,2.44,5,8.98,883.8,123241,-71.14853613,322841.1196,42.27985561,4683084.229,POINT (-71.14853612572861 42.27985560905402),ok
25025130300,Census Tract 1303,West Roxbury,4419,7936.01,1811,2.44,5,8.98,883.8,123241,-71.14644714,322993.5196,42.27276325,4682292.335,POINT (-71.14644713748706 42.27276324885656),ok
25025130300,Census Tract 1303,West Roxbury,4419,7936.01,1811,2.44,5,8.98,883.8,123241,-71.14660845,322993.5196,42.27751456,4682820.264,POINT (-71.14660844761268 42.2775145588605),ok
25025130300,Census Tract 1303,West Roxbury,4419,7936.01,1811,2.44,5,8.98,883.8,123241,-71.1467698,322993.5196,42.28226586,4683348.193,POINT (-71.14676979669082 42.28226586441344),ok
25025130300,Census Tract 1303,West Roxbury,4419,7936.01,1811,2.44,5,8.98,883.8,123241,-71.14484211,323145.9196,42.27992479,4683084.229,POINT (-71.14484210558888 42.27992478560955),ok
25025130300,Census Tract 1303,West Roxbury,4419,7936.01,1811,2.44,5,8.98,883.8,123241,-71.14291456,323298.3196,42.27758367,4682820.264,POINT (-71.14291455954002 42.27758367025059),ok
25025130406,Census Tract 1304.06,West Roxbury,5107,12611.86,2192,2.33,5,12.35,1021.4,53265,-71.15351071,322383.9196,42.2631221,4681236.477,POINT (-71.15351070926656 42.26312210485649),ok
25025130406,Census Tract 1304.06,West Roxbury,5107,12611.86,2192,2.33,5,12.35,1021.4,53265,-71.15158339,322536.3196,42.26078112,4680972.512,POINT (-71.15158338614849 42.26078112454582),ok
25025130406,Census Tract 1304.06,West Roxbury,5107,12611.86,2192,2.33,5,12.35,1021.4,53265,-71.15174501,322536.3196,42.26553243,4681500.441,POINT (-71.15174501428037 42.26553242849074),ok
25025130406,Census Tract 1304.06,West Roxbury,5107,12611.86,2192,2.33,5,12.35,1021.4,53265,-71.14965621,322688.7196,42.25844011,4680708.548,POINT (-71.14965620796124 42.25844010768344),ok
25025130406,Census Tract 1304.06,West Roxbury,5107,12611.86,2192,2.33,5,12.35,1021.4,53265,-71.14981768,322688.7196,42.26319142,4681236.477,POINT (-71.14981767815573 42.2631914195878),ok
25025130406,Census Tract 1304.06,West Roxbury,5107,12611.86,2192,2.33,5,12.35,1021.4,53265,-71.14789049,322841.1196,42.26085037,4680972.512,POINT (-71.14789048697486 42.26085037413521),problem
25025130406,Census Tract 1304.06,West Roxbury,5107,12611.86,2192,2.33,5,12.35,1021.4,53265,-71.14580229,322993.5196,42.25375796,4680180.619,POINT (-71.14580228629031 42.25375796433504),ok
25025130406,Census Tract 1304.06,West Roxbury,5107,12611.86,2192,2.33,5,12.35,1021.4,53265,-71.14596344,322993.5196,42.25850929,4680708.548,POINT (-71.14596344071553 42.25850929214086),problem
25025130406,Census Tract 1304.06,West Roxbury,5107,12611.86,2192,2.33,5,12.35,1021.4,53265,-71.14403654,323145.9196,42.25616817,4680444.583,POINT (-71.14403653935553 42.25616817361259),problem
25025140102,Census Tract 1401.02,Hyde Park,4401,5479.9,1654,2.66,6,7.47,733.5,98750,-71.14371459,323145.9196,42.2466655,4679388.725,POINT (-71.14371458502765 42.246665497668),problem
25025140102,Census Tract 1401.02,Hyde Park,4401,5479.9,1654,2.66,6,7.47,733.5,98750,-71.14387554,323145.9196,42.25141684,4679916.654,POINT (-71.14387554276215 42.25141683786478),ok
25025140102,Census Tract 1401.02,Hyde Park,4401,5479.9,1654,2.66,6,7.47,733.5,98750,-71.14194894,323298.3196,42.24907567,4679652.69,POINT (-71.14194894407588 42.24907567487433),problem
25025140102,Census Tract 1401.02,Hyde Park,4401,5479.9,1654,2.66,6,7.47,733.5,98750,-71.14210978,323298.3196,42.25382702,4680180.619,POINT (-71.14210978287257 42.25382701855834),ok
25025140102,Census Tract 1401.02,Hyde Park,4401,5479.9,1654,2.66,6,7.47,733.5,98750,-71.13970124,323450.7196,42.23723176,4678332.867,POINT (-71.13970124447194 42.23723175880179),problem
25025140102,Census Tract 1401.02,Hyde Park,4401,5479.9,1654,2.66,6,7.47,733.5,98750,-71.14002249,323450.7196,42.24673448,4679388.725,POINT (-71.14002249020928 42.24673447537155),problem
25025140102,Census Tract 1401.02,Hyde Park,4401,5479.9,1654,2.66,6,7.47,733.5,98750,-71.14018317,323450.7196,42.25148583,4679916.654,POINT (-71.14018317124444 42.25148582698594),ok
25025140102,Census Tract 1401.02,Hyde Park,4401,5479.9,1654,2.66,6,7.47,733.5,98750,-71.14034389,323450.7196,42.25623717,4680444.583,POINT (-71.14034389107184 42.25623717415304),ok
25025140102,Census Tract 1401.02,Hyde Park,4401,5479.9,1654,2.66,6,7.47,733.5,98750,-71.13809618,323603.1196,42.24439324,4679124.76,POINT (-71.13809618114014 42.24439323936433),ok
25025140102,Census Tract 1401.02,Hyde Park,4401,5479.9,1654,2.66,6,7.47,733.5,98750,-71.13600969,323755.5196,42.23730059,4678332.867,POINT (-71.13600968993237 42.23730059495765),problem
25025140102,Census Tract 1401.02,Hyde Park,4401,5479.9,1654,2.66,6,7.47,733.5,98750,-71.13456445,323907.9196,42.2492134,4679652.69,POINT (-71.1345644519042 42.24921340416503),ok
25025140107,Census Tract 1401.07,Hyde Park,2531,10448.96,1051,2.41,,,2531,82750,-71.13311876,324060.3196,42.26112618,4680972.512,POINT (-71.13311876067779 42.26112618434721),problem
25025140107,Census Tract 1401.07,Hyde Park,2531,10448.96,1051,2.41,,,2531,82750,-71.13119224,324212.7196,42.25878484,4680708.548,POINT (-71.13119224225957 42.25878484191725),problem
25025140107,Census Tract 1401.07,Hyde Park,2531,10448.96,1051,2.41,,,2531,82750,-71.12926587,324365.1196,42.25644346,4680444.583,POINT (-71.12926586870347 42.25644346299319),ok
25025140107,Census Tract 1401.07,Hyde Park,2531,10448.96,1051,2.41,,,2531,82750,-71.12749941,324517.5196,42.25885343,4680708.548,POINT (-71.12749941038848 42.25885343234219),ok
25025140107,Census Tract 1401.07,Hyde Park,2531,10448.96,1051,2.41,,,2531,82750,-71.12765922,324517.5196,42.26360481,4681236.477,POINT (-71.12765921936483 42.26360481265976),ok
25025140107,Census Tract 1401.07,Hyde Park,2531,10448.96,1051,2.41,,,2531,82750,-71.12573282,324669.9196,42.26126338,4680972.512,POINT (-71.12573282007907 42.26126337654949),ok
25025140202,Census Tract 1402.02,Hyde Park,5600,9426.1,2081,2.69,3,5.05,1866.67,77250,-71.12156182,324974.7196,42.24707758,4679388.725,POINT (-71.12156182265535 42.24707758251362),ok
25025140202,Census Tract 1402.02,Hyde Park,5600,9426.1,2081,2.69,3,5.05,1866.67,77250,-71.11979531,325127.1196,42.24948744,4679652.69,POINT (-71.11979531299168 42.24948743751646),ok
25025140202,Census Tract 1402.02,Hyde Park,5600,9426.1,2081,2.69,3,5.05,1866.67,77250,-71.11786965,325279.5196,42.24714585,4679388.725,POINT (-71.11786965060772 42.24714584765875),ok
25025140202,Census Tract 1402.02,Hyde Park,5600,9426.1,2081,2.69,3,5.05,1866.67,77250,-71.11594413,325431.9196,42.24480422,4679124.76,POINT (-71.11594413296538 42.24480422135626),ok
25025140202,Census Tract 1402.02,Hyde Park,5600,9426.1,2081,2.69,3,5.05,1866.67,77250,-71.116103,325431.9196,42.24955565,4679652.69,POINT (-71.11610299619133 42.24955564892462),ok
25025140202,Census Tract 1402.02,Hyde Park,5600,9426.1,2081,2.69,3,5.05,1866.67,77250,-71.11417747,325584.3196,42.24721399,4679388.725,POINT (-71.11417746576632 42.2472139940401),ok
25025140202,Census Tract 1402.02,Hyde Park,5600,9426.1,2081,2.69,3,5.05,1866.67,77250,-71.11433621,325584.3196,42.25196543,4679916.654,POINT (-71.11433620980482 42.251965425028),ok
25025140202,Census Tract 1402.02,Hyde Park,5600,9426.1,2081,2.69,3,5.05,1866.67,77250,-71.11449499,325584.3196,42.25671685,4680444.583,POINT (-71.11449499216869 42.25671685158039),ok
25025140202,Census Tract 1402.02,Hyde Park,5600,9426.1,2081,2.69,3,5.05,1866.67,77250,-71.11241067,325736.7196,42.24962374,4679652.69,POINT (-71.11241066660651 42.2496237415586),ok
25025140202,Census Tract 1402.02,Hyde Park,5600,9426.1,2081,2.69,3,5.05,1866.67,77250,-71.11256929,325736.7196,42.25437518,4680180.619,POINT (-71.11256929142598 42.25437517596191),ok
25025140202,Census Tract 1402.02,Hyde Park,5600,9426.1,2081,2.69,3,5.05,1866.67,77250,-71.11064374,325889.1196,42.25203346,4679916.654,POINT (-71.11064373546367 42.25203346390491),ok
25025140400,Census Tract 1404,Hyde Park,7650,10549.49,2906,2.63,9,12.41,850,62743,-71.12059159,325127.1196,42.27324445,4682292.335,POINT (-71.12059158908549 42.2732444523397),ok
25025140400,Census Tract 1404,Hyde Park,7650,10549.49,2906,2.63,9,12.41,850,62743,-71.11866514,325279.5196,42.2709029,4682028.37,POINT (-71.11866513845222 42.27090290182356),ok
25025140400,Census Tract 1404,Hyde Park,7650,10549.49,2906,2.63,9,12.41,850,62743,-71.11673883,325431.9196,42.26856131,4681764.406,POINT (-71.11673883273637 42.26856131483365),ok
25025140400,Census Tract 1404,Hyde Park,7650,10549.49,2906,2.63,9,12.41,850,62743,-71.11497157,325584.3196,42.2709711,4682028.37,POINT (-71.11497156932046 42.2709711046225),problem
25025140400,Census Tract 1404,Hyde Park,7650,10549.49,2906,2.63,9,12.41,850,62743,-71.1130454,325736.7196,42.26862945,4681764.406,POINT (-71.11304539571209 42.26862945256243),ok
25025140400,Census Tract 1404,Hyde Park,7650,10549.49,2906,2.63,9,12.41,850,62743,-71.11127799,325889.1196,42.27103919,4682028.37,POINT (-71.11127798739919 42.27103918855828),ok
25025140400,Census Tract 1404,Hyde Park,7650,10549.49,2906,2.63,9,12.41,850,62743,-71.10935195,326041.5196,42.26869747,4681764.406,POINT (-71.10935194591121 42.26869747143729),ok
25025140400,Census Tract 1404,Hyde Park,7650,10549.49,2906,2.63,9,12.41,850,62743,-71.10951045,326041.5196,42.2734489,4682292.335,POINT (-71.10951044695476 42.27344889935851),ok
25025140400,Census Tract 1404,Hyde Park,7650,10549.49,2906,2.63,9,12.41,850,62743,-71.10742605,326193.9196,42.26635572,4681500.441,POINT (-71.1074260492998 42.2663557178703),ok
25025140400,Census Tract 1404,Hyde Park,7650,10549.49,2906,2.63,9,12.41,850,62743,-71.10758439,326193.9196,42.27110715,4682028.37,POINT (-71.10758439271066 42.27110715362975),ok
25025140400,Census Tract 1404,Hyde Park,7650,10549.49,2906,2.63,9,12.41,850,62743,-71.10565848,326346.3196,42.26876537,4681764.406,POINT (-71.10565848335602 42.26876537145709),ok
25025140400,Census Tract 1404,Hyde Park,7650,10549.49,2906,2.63,9,12.41,850,62743,-71.10373272,326498.7196,42.26642355,4681500.441,POINT (-71.10373271886859 42.26642355284839),ok
25025130406,Census Tract 1304.06,West Roxbury,5107,12611.86,2192,2.33,4,9.88,1276.75,53265,-71.15334896,322383.9196,42.2583708,4680708.548,POINT (-71.15334896221515 42.25837080442305),problem
25025140105,Census Tract 1401.05,Hyde Park,3675,9415.49,1324,2.78,5,12.81,735,93810,-71.12235869,324974.7196,42.27083458,4682028.37,POINT (-71.12235869477219 42.27083458016263),ok
25025140105,Census Tract 1401.05,Hyde Park,3675,9415.49,1324,2.78,5,12.81,735,93810,-71.1239661,324822.3196,42.2636733,4681236.477,POINT (-71.12396609775297 42.26367329560819),ok
25025140105,Census Tract 1401.05,Hyde Park,3675,9415.49,1324,2.78,5,12.81,735,93810,-71.12605224,324669.9196,42.27076614,4682028.37,POINT (-71.12605223825813 42.27076613964085),ok
25025140105,Census Tract 1401.05,Hyde Park,3675,9415.49,1324,2.78,5,12.81,735,93810,-71.12797895,324517.5196,42.27310756,4682292.335,POINT (-71.12797895308623 42.27310755996901),ok
25025140105,Census Tract 1401.05,Hyde Park,3675,9415.49,1324,2.78,5,12.81,735,93810,-71.12974577,324365.1196,42.27069758,4682028.37,POINT (-71.12974576888779 42.27069758025939),ok
25025130100,Census Tract 1301,West Roxbury,5906,3520.97,2816,2.1,3,1.79,1968.67,112468,-71.16331208,321621.9196,42.27957771,4683084.229,POINT (-71.16331207609359 42.27957771392399),ok
25025100300,Census Tract 1003,Dorchester,3303,17391.94,1262,2.62,4,21.06,825.75,51645,-71.08027286,328479.9196,42.28349188,4683348.193,POINT (-71.08027285746334 42.28349188213438),ok
25025100300,Census Tract 1003,Dorchester,3303,17391.94,1262,2.62,4,21.06,825.75,51645,-71.07657846,328784.7196,42.28355886,4683348.193,POINT (-71.076578462287 42.28355886452146),ok
25025092000,Census Tract 920,Dorchester,4945,26151.77,1693,2.92,4,21.15,1236.25,57214,-71.06419117,329851.5196,42.30042279,4685195.945,POINT (-71.06419117006755 42.30042278515635),ok
25025101102,Census Tract 1011.02,Mattapan,4396,20286.34,1672,2.63,4,18.46,1099,46080,-71.08943026,327717.9196,42.28094817,4683084.229,POINT (-71.08943025897922 42.28094816611309),ok
25025100200,Census Tract 1002,Dorchester,2787,20588.88,1013,2.75,,,2787,53269,-71.08766161,327870.3196,42.28335756,4683348.193,POINT (-71.087661610033 42.28335756059178),ok
25025080401,Census Tract 804.01,Roxbury,2710,15935.02,1249,2.17,3,17.64,903.33,18602,-71.07814137,328784.7196,42.33107382,4688627.484,POINT (-71.0781413668627 42.33107381664791),ok
